"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"o_pedsql_sociaal_1_recoded","integer",2682,0.172732880937693,6,81.8605518269948,100,100,NA,26.8827828881008,NA,0,100,100,-1.52742912309351,-16.1557651244293,1.56490972899883,8.27917772251639,NA,NA
"o_pedsql_sociaal_2_recoded","integer",2682,0.172732880937693,6,87.9847129008203,100,100,NA,20.6404575250662,NA,0,100,100,-1.89636077558504,-20.0579907887856,3.42649920351938,18.1279439614366,NA,NA
"o_pedsql_sociaal_3_recoded","integer",2682,0.172732880937693,6,91.3683818046234,100,100,NA,16.8525655716651,NA,0,100,100,-2.07864422158272,-21.9860203746336,4.08190798871343,21.5953936890267,NA,NA
"o_pedsql_sociaal_4_recoded","integer",2682,0.172732880937693,6,77.3583146905295,100,100,NA,27.908631360783,NA,0,100,100,-0.974146632430767,-10.3036428678477,-0.0965527199726424,-0.510813571820065,NA,NA
"o_pedsql_sociaal_5_recoded","integer",2682,0.172732880937693,6,77.3769574944072,100,100,NA,29.8133688522025,NA,0,100,100,-1.12406118798142,-11.8893035781163,0.184648428736868,0.976885202620577,NA,NA
"k_rcads_2_rec","integer",1841,0.432140653917335,5,0.858772406300923,1,1,NA,0.788256477806171,NA,0,3,3,0.660510024770295,5.78967416246661,-0.0300934830887964,-0.131962959852627,NA,NA
"k_rcads_3_rec","integer",1841,0.432140653917335,5,0.331341662140141,0,0,NA,0.678025260084192,NA,0,3,3,2.29367161701987,20.1050866758021,5.10159548962498,22.3710109858422,NA,NA
"k_rcads_5_rec","integer",1841,0.432140653917335,5,0.466051059206953,0,0,NA,0.664359855015908,NA,0,3,3,1.45258177337269,12.7325473448954,2.14413650888679,9.40225494024379,NA,NA
"k_rcads_6_rec","integer",1841,0.432140653917335,5,0.198804997284085,0,0,NA,0.514590049474814,NA,0,3,3,2.96949519510237,26.0289911763746,9.58939560317041,42.050467314076,NA,NA
"k_rcads_7_rec","integer",1841,0.432140653917335,5,0.514394350896252,0,0,NA,0.716979075289407,NA,0,3,3,1.35994744607858,11.9205648598776,1.49696068844491,6.5643236659355,NA,NA
"k_rcads_9_rec","integer",1841,0.432140653917335,5,0.252580119500272,0,0,NA,0.6032296431782,NA,0,3,3,2.74673633679223,24.0764073274507,7.78781606905316,34.1503592730583,NA,NA
"k_rcads_11_rec","integer",1841,0.432140653917335,5,0.269961977186312,0,0,NA,0.542151960757756,NA,0,3,3,2.04099789792827,17.8902853130707,3.92951469153264,17.2313184203021,NA,NA
"k_rcads_12_rec","integer",1841,0.432140653917335,5,0.184682237914177,0,0,NA,0.497388855352532,NA,0,3,3,3.03788120564522,26.628426012283,9.87132370227849,43.2867504759203,NA,NA
"k_rcads_14_rec","integer",1841,0.432140653917335,5,0.185225420966866,0,0,NA,0.469642632088658,NA,0,3,3,2.74661459510193,24.0753402055412,7.93339501323528,34.7887376325791,NA,NA
"k_rcads_17_rec","integer",1841,0.432140653917335,5,0.0874524714828897,0,0,NA,0.355790723853264,NA,0,3,3,4.6632853628769,40.8758410397276,24.0144994693411,105.306003296554,NA,NA
"k_rcads_18_rec","integer",1841,0.432140653917335,5,0.334600760456274,0,0,NA,0.569079124340624,NA,0,3,3,1.58236777490413,13.8701813421655,1.9516222378305,8.55806043648701,NA,NA
"k_rcads_20_rec","integer",1841,0.432140653917335,5,0.140684410646388,0,0,NA,0.427685084293914,NA,0,3,3,3.48439554834524,30.5423295961085,13.5906862449231,59.5965305184672,NA,NA
"k_rcads_22_rec","integer",1841,0.432140653917335,5,0.418794133623031,0,0,NA,0.664352301026052,NA,0,3,3,1.69955683263407,14.89739733317,2.94165718133019,12.899463560753,NA,NA
